"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"PNCINFRA","PNC Infratech Limited","7(2)","Madhavi Jain","Promoter Group","Equity Shares","17998500","7.02",,"7256500","0","Buy","Equity Shares","25255000","9.85","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 19:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197439_1644497_31032026070554_WEB.xml"
"PNCINFRA","PNC Infratech Limited","7(2)","Ashita Jain","Promoter Group","Equity Shares","7873500","3.07",,"5101500","0","Buy","Equity Shares","12975000","5.06","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 19:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197439_1644497_31032026070554_WEB.xml"
"ANANTRAJ","Anant Raj Limited","7(2)","Shri Ashok Sarin Anant Raj LLP","Promoter Group","Equity Shares","1584863","0.44",,"60500","24864351","Buy","Equity Shares","1645363","0.46","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 19:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197437_1644491_31032026070406_WEB.xml"
"INNOMET","Innomet Advanced Materials Limited","7(2)","Chilakapati Sanjna Chowdary","Promoter Group","Equity Shares","600","0",,"600","46200","Buy","Equity Shares","1200","0.01","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197436_1644478_31032026065857_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","Hector Asia Holdings II Pte. Ltd.","Promoters","Equity Shares","75909051","53.83",,"5118036","2620434432","Buy","Equity Shares","81027087","54.27","27-Mar-2026","27-Mar-2026","30-Mar-2026","Public Right","-","-","0","0","0","0","NA","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197434_1644475_31032026065801_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","ANJALI AJAIKUMAR ROSSI","Promoter Group","Equity Shares","1000","0",,"58","29696","Buy","Equity Shares","1058","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","Public Right","-","-","0","0","0","0","NA","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197434_1644475_31032026065801_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","Dr B S  Ajaikumar","Promoters","Equity Shares","13106715","9.3",,"770982","394742784","Buy","Equity Shares","13877697","9.3","27-Mar-2026","27-Mar-2026","30-Mar-2026","Public Right","-","-","0","0","0","0","NA","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197434_1644475_31032026065801_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","BHAGYA A AJAIKUMAR","Promoter Group","Equity Shares","1795","0",,"105","53760","Buy","Equity Shares","1900","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","Public Right","-","-","0","0","0","0","NA","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197434_1644475_31032026065801_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","ASMITHA AJAIKUMAR","Promoter Group","Equity Shares","327259","0.23",,"19250","9856000","Buy","Equity Shares","346509","0.23","27-Mar-2026","27-Mar-2026","30-Mar-2026","Public Right","-","-","0","0","0","0","NA","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197434_1644475_31032026065801_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","Srinivasa Raghavan","Employees/Designated Employees","Equity Shares","101378","0.07",,"2132","1091584","Buy","Equity Shares","103510","0.07","27-Mar-2026","27-Mar-2026","30-Mar-2026","Public Right","-","-","0","0","0","0","NA","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197434_1644475_31032026065801_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","CATALYST TRUSTEESHIP LIMITED","Promoters","Equity Shares","250044","0.18",,"14708","7530496","Buy","Equity Shares","264752","0.18","27-Mar-2026","27-Mar-2026","30-Mar-2026","Public Right","-","-","0","0","0","0","NA","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197434_1644475_31032026065801_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","AAGNIKA AJAIKUMAR","Promoter Group","Equity Shares","327258","0.23",,"19250","9856000","Buy","Equity Shares","346508","0.23","27-Mar-2026","27-Mar-2026","30-Mar-2026","Public Right","-","-","0","0","0","0","NA","-","31-Mar-2026 18:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197434_1644475_31032026065801_WEB.xml"
"INNOMET","Innomet Advanced Materials Limited","7(2)","Saritha Devi Chilakapati","Promoters","Equity Shares","3344028","25.84",,"27000","2048891","Buy","Equity Shares","3371028","26.05","27-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 18:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197431_1644463_31032026065508_WEB.xml"
"PUSHPA","Pushpa Jewellers Limited","7(2)","ANUPAM TIBREWAL","Promoters","Equity Shares","6566724","27.11",,"27000","2775350","Buy","Equity Shares","6593724","27.22","27-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 18:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197428_1644394_31032026063012_WEB.xml"
"VERITAAS","Veritaas Advertising Limited","7(2)","DEBOJYOTI BANERJEE","Promoters","Equity Shares","1861779","65.95",,"33600","1321920","Buy","Equity Shares","1895379","67.14","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 18:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197427_1644380_31032026062606_WEB.xml"
"KOTYARK","Kotyark Industries Limited","7(2)","Gaurang R Shah HUF","Promoter Group","Equity Shares","348552","3.39",,"1383","562047","Sell","Equity Shares","347169","3.38","27-Mar-2026","27-Mar-2026","31-Mar-2026","Market Sale","-","-","0","0","0","0","NSE","-","31-Mar-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197424_1644339_31032026060731_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Rahul Sharma","Director","Equity Shares","28500","0.02",,"1000","1302700","Sell","Equity Shares","27500","0.02","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Sale","-","-","0","0","0","0","NSE","-","31-Mar-2026 18:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197422_1644330_31032026060420_WEB.xml"
"IGPL","IG Petrochemicals Limited","7(2)","MAYANK DHANUKA","Promoter Group","Equity Shares","390423","1.27",,"104904","0","Buy","Equity Shares","495327","1.61","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197419_1644306_31032026054450_WEB.xml"
"IGPL","IG Petrochemicals Limited","7(2)","BINA DEVI DHANUKA","Promoter Group","Equity Shares","22073","0.07",,"104904","0","Buy","Equity Shares","126977","0.41","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197419_1644306_31032026054450_WEB.xml"
"IGPL","IG Petrochemicals Limited","7(2)","LATE MADAN MOHAN DHANUKA","Promoters","Equity Shares","104904","0.34",,"104904","0","Sell","Equity Shares","Nil","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197419_1644306_31032026054450_WEB.xml"
"IGPL","IG Petrochemicals Limited","7(2)","BINA DEVI DHANUKA","Promoter Group","Equity Shares","126977","0.41",,"104904","0","Sell","Equity Shares","22073","0.07","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197419_1644306_31032026054450_WEB.xml"
"PATELENG","Patel Engineering Limited","7(2)","Janky Patel","Promoters","Equity Shares","30826733","3.11",,"1543300","39000000","Pledge","Equity Shares","30826733","3.11","26-Mar-2026","26-Mar-2026","30-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197418_1644293_31032026053851_WEB.xml"
"PATELENG","Patel Engineering Limited","7(2)","Janky Patel","Promoters","Equity Shares","29474133","2.97",,"1352600","34000000","Buy","Equity Shares","30826733","3.11","26-Mar-2026","26-Mar-2026","30-Mar-2026","Others","-","-","0","0","0","0","NA","-","31-Mar-2026 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197418_1644293_31032026053851_WEB.xml"
"PATELENG","Patel Engineering Limited","7(2)","Ryan Patel","Promoter Group","Equity Shares","90000","0.01",,"149900","3800000","Buy","Equity Shares","239900","0.02","26-Mar-2026","26-Mar-2026","30-Mar-2026","Others","-","-","0","0","0","0","NA","-","31-Mar-2026 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197418_1644293_31032026053851_WEB.xml"
"JARO","Jaro Institute of Technology Management and Research Limited","7(2)","Jaro Education Welfare Trust","Other","Equity Shares","389595","1.76",,"10000","3983076","Buy","Equity Shares","399595","1.8","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197417_1644290_31032026053806_WEB.xml"
"ELIN","Elin Electronics Limited","7(2)","SANJEEV SETHIA","Promoters","Equity Shares","1041500","2.1",,"10350","997125","Buy","Equity Shares","1051850","2.12","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197413_1644282_31032026053410_WEB.xml"
"ZEEL","Zee Entertainment Enterprises Limited","7(2)","Shreyasi Goenka","Immediate relative","Equity Shares","4699040","0.49",,"1243008","89559347","Buy","Equity Shares","5942048","0.62","30-Mar-2026","30-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197412_1644275_31032026053205_WEB.xml"
"SHANTHALA","Shanthala FMCG Products Limited","7(2)","Virtuous Capital Limited","Promoter Group","Equity Shares","235200","3.51",,"14400","380160","Buy","Equity Shares","249600","3.73","30-Mar-2026","30-Mar-2026","31-Mar-2026","-","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197409_1644268_31032026052944_WEB.xml"
"VISHWAS","Vishwas Agri Seeds Limited","7(2)","Dineshbhai Madhabhai Suvagiya","Promoters","Equity Shares","714400","7.14",,"500000","14500000","Sell","Equity Shares","214400","2.14","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197407_1644250_31032026052411_WEB.xml"
"VISHWAS","Vishwas Agri Seeds Limited","7(2)","Maheshbhai Shibabhai Gajera","Promoters","Equity Shares","850000","8.5",,"500000","14500000","Buy","Equity Shares","1350000","13.5","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197407_1644250_31032026052411_WEB.xml"
"SILLYMONKS","Silly Monks Entertainment Limited","7(2)","Tekulapalli Sanjay Reddy","Promoters","Equity Shares","3656627","26.42",,"3103771","46556565","Sell","Equity Shares","552856","4","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197405_1644237_31032026051505_WEB.xml"
"SILLYMONKS","Silly Monks Entertainment Limited","7(2)","Anil Kumar Pallala","Promoters","Equity Shares","434703","3.14",,"354889","5323335","Sell","Equity Shares","79814","0.57","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197405_1644237_31032026051505_WEB.xml"
"SILLYMONKS","Silly Monks Entertainment Limited","7(2)","Swathi Reddy","Promoter Group","Equity Shares","245960","1.77",,"245960","3689400","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197405_1644237_31032026051505_WEB.xml"
"SILLYMONKS","Silly Monks Entertainment Limited","7(2)","Tekulapalli Mahikaansh Reddy","Promoter Group","Equity Shares","127826","0.92",,"127826","1917390","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197405_1644237_31032026051505_WEB.xml"
"SILLYMONKS","Silly Monks Entertainment Limited","7(2)","Gaurika Reddy","Promoter Group","Equity Shares","100100","0.72",,"100100","1501500","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197405_1644237_31032026051505_WEB.xml"
"SILLYMONKS","Silly Monks Entertainment Limited","7(2)","Pallala Umadevi","Promoter Group","Equity Shares","100000","0.72",,"100000","1500000","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197405_1644237_31032026051505_WEB.xml"
"SILLYMONKS","Silly Monks Entertainment Limited","7(2)","Karyampudi Koti Sridevi","Promoter Group","Equity Shares","61600","0.44",,"61600","924000","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","31-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197405_1644237_31032026051505_WEB.xml"
"SUNTECH","Suntech Infra Solutions Limited","7(2)","Gaurav Gupta","Promoters","Equity Shares","11056476","57.1",,"16000","512000","Buy","Equity Shares","11072476","57.18","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197404_1644225_31032026051011_WEB.xml"
"TEXINFRA","Texmaco Infrastructure & Holdings Limited","7(2)","Adventz Securities Enterprises Limited","Promoter Group","Equity Shares","4581867","3.6",,"189539","18224819","Buy","Equity Shares","4771406","3.75","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197400_1644214_31032026050710_WEB.xml"
"TEXINFRA","Texmaco Infrastructure & Holdings Limited","7(2)","Adventz Securities Enterprises Limited","Promoter Group","Equity Shares","4221867","3.32",,"360000","35350020","Buy","Equity Shares","4581867","3.6","27-Mar-2026","27-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197400_1644214_31032026050710_WEB.xml"
"RELTD","Ravindra Energy Limited","7(2)","Anuradha Kulkarni","Promoter Group","Equity Shares","100000","0.06",,"5000","618404","Buy","Equity Shares","105000","0.06","30-Mar-2026","30-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197399_1644210_31032026050558_WEB.xml"
"RELTD","Ravindra Energy Limited","7(2)","Anuradha Kulkarni","Promoter Group","Equity Shares","105000","0.06",,"10000","1234717","Buy","Equity Shares","115000","0.06","30-Mar-2026","30-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197399_1644210_31032026050558_WEB.xml"
"TIGERLOGS","Tiger Logistics (India) Limited","7(2)","Brahma Suppliers Private Limited","Promoter Group","Equity Shares","34960000","33.07",,"40000","987171","Buy","Equity Shares","35000000","33.1","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197396_1644195_31032026045849_WEB.xml"
"GANECOS","Ganesha Ecosphere Limited","7(2)","Ganesha Employees Welfare Trust","Other","Equity Shares","45390","0.17",,"10000","7977007","Buy","Equity Shares","55390","0.21","27-Mar-2026","27-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 16:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197394_1644172_31032026044715_WEB.xml"
"OBCL","Orissa Bengal Carrier Limited","7(2)","Ravi Agrawal","Promoters","Equity Shares","9878268","46.85",,"25085","1407824","Buy","Equity Shares","9903353","46.97","27-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 16:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197393_1644170_31032026044658_WEB.xml"
"MAHSEAMLES","Maharashtra Seamless Limited","7(2)","Saket Jindal","Promoters","Equity Shares","4348112","3.24",,"407918","228327682","Sell","Equity Shares","3940194","2.94","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Sale","-","-","0","0","0","0","BSE","-","31-Mar-2026 16:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197389_1644160_31032026043740_WEB.xml"
"MAHSEAMLES","Maharashtra Seamless Limited","7(2)","Haryana Capfin Limited","Promoter Group","Equity Shares","6330490","4.72",,"350000","196097972","Buy","Equity Shares","6680490","4.98","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 16:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197389_1644160_31032026043740_WEB.xml"
"MAHSEAMLES","Maharashtra Seamless Limited","7(2)","Odd & Even Trades & Finance Limited","Promoter Group","Equity Shares","24330715","18.16",,"57918","32458213","Buy","Equity Shares","24388633","18.2","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 16:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197389_1644160_31032026043740_WEB.xml"
"RESPONIND","Responsive Industries Limited","7(2)","Fairpoint Tradecom LLP","Promoter Group","Equity Shares","24650000","9.25",,"300000","54600000","Pledge","Equity Shares","24650000","9.25","20-Feb-2026","20-Feb-2026","23-Feb-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 16:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197387_1644147_31032026043351_WEB.xml"
"RESPONIND","Responsive Industries Limited","7(2)","Fairpoint Tradecom LLP","Promoter Group","Equity Shares","24650000","9.25",,"2350000","400910000","Pledge","Equity Shares","24650000","9.25","04-Mar-2026","05-Mar-2026","06-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197384_1644140_31032026043059_WEB.xml"
"RESPONIND","Responsive Industries Limited","7(2)","Fairpoint Tradecom LLP","Promoter Group","Equity Shares","24650000","9.25",,"300000","51180000","Pledge","Equity Shares","24650000","9.25","04-Mar-2026","05-Mar-2026","06-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197384_1644140_31032026043059_WEB.xml"
"RESPONIND","Responsive Industries Limited","7(2)","Fairpoint Tradecom LLP","Promoter Group","Equity Shares","24650000","9.25",,"300000","45090000","Pledge","Equity Shares","24650000","9.25","20-Mar-2026","23-Mar-2026","23-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 16:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197382_1644135_31032026042910_WEB.xml"
"RESPONIND","Responsive Industries Limited","7(2)","Fairpoint Tradecom LLP","Promoter Group","Equity Shares","24650000","9.25",,"720000","91224000","Pledge","Equity Shares","24650000","9.25","30-Mar-2026","30-Mar-2026","31-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 16:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197380_1644127_31032026042439_WEB.xml"
