"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"IRMENERGY","IRM Energy Limited","7(2)","IRM TRUST","Promoters","Equity Shares","5836577","14.21",,"19947","3590280","Buy","Equity Shares","5856524","14.26","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","01-Apr-2026 15:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197482_1644828_01042026031237_WEB.xml"
"HEALTHX","Health X Platform Limited","7(2)","BANWARI LAL MITTAL","Promoters","Equity Shares","10786355","33.91",,"5000","1376900","Buy","Equity Shares","10791355","33.92","30-Mar-2025","30-Mar-2025","31-Mar-2025","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2026 12:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197479_1644749_01042026125121_WEB.xml"
"NRL","Nupur Recyclers Limited","7(2)","UNINAV DEVELOPERS PRIVATE LIMITED","Promoter Group","Equity Shares","250000","0.36",,"100000","4730000","Buy","Equity Shares","350000","1.81","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2026 12:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197477_1644737_01042026122529_WEB.xml"
"LAXMIDENTL","Laxmi Dental Limited","7(2)","SAMEER KAMLESH MERCHANT","Promoters","Equity Shares","8680932","15.79",,"17179","2738676","Buy","Equity Shares","8698111","15.83","30-Mar-2026","30-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2026 12:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197475_1644735_01042026122314_WEB.xml"
"SURYAROSNI","Surya Roshni Limited","7(2)","Goel Die Cast Limited","Promoter Group","Equity Shares","7995954","3.67",,"25000","4784160","Buy","Equity Shares","8020954","3.69","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2026 11:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197471_1644706_01042026114015_WEB.xml"
"FISCHER","Fischer Medical Ventures Limited","7(2)","SHANKAR VARADHARAJAN","Promoters","Equity Shares","69001530","10.64",,"6000000","140400000","Buy","Equity Shares","75001530","11.46","31-Mar-2026","31-Mar-2026","31-Mar-2026","Conversion of security","-","-","0","0","0","0","NA","-","01-Apr-2026 11:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197469_1644700_01042026113331_WEB.xml"
"SUKHJITS","Sukhjit Starch & Chemicals Limited","7(2)","MANJOO SARDANA","Promoters","Equity Shares","2491744","7.98",,"9423","1433900","Buy","Equity Shares","2501167","8","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2026 10:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197467_1644643_01042026100856_WEB.xml"
"SUKHJITS","Sukhjit Starch & Chemicals Limited","7(2)","KULDIP KRISHAN SARDANA","Key Managerial Personnel","Equity Shares","1832300","5.86",,"2891","445900","Buy","Equity Shares","1835191","5.87","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","01-Apr-2026 10:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197467_1644643_01042026100856_WEB.xml"
"SUKHJITS","Sukhjit Starch & Chemicals Limited","7(2)","KULDIP KRISHAN SARDANA","Key Managerial Personnel","Equity Shares","1823806","5.84",,"8494","1289700","Buy","Equity Shares","1832300","5.86","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2026 10:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197467_1644643_01042026100856_WEB.xml"
"SUKHJITS","Sukhjit Starch & Chemicals Limited","7(2)","MANJOO SARDANA","Promoters","Equity Shares","2501167","8",,"2077","318200","Buy","Equity Shares","2503244","8.01","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","01-Apr-2026 10:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197467_1644643_01042026100856_WEB.xml"
"BLUESTONE","BlueStone Jewellery and Lifestyle Limited","7(2)","Tarun Rajput","-","Equity Shares","89060","0.06",,"2100","1087800","Sell","Equity Shares","86960","0.06","24-Mar-2026","24-Mar-2026","25-Mar-2026","ESOP","-","-","0","0","0","0","NSE","-","31-Mar-2026 20:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197464_1644574_31032026084111_WEB.xml"
"BLUESTONE","BlueStone Jewellery and Lifestyle Limited","7(2)","Tarun Rajput","-","Equity Shares","89060","0.06",,"2100","1087800","Sell","Equity Shares","86960","0.06","24-Mar-2026","24-Mar-2026","25-Mar-2026","ESOP","-","-","0","0","0","0","NSE","-","31-Mar-2026 20:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197463_1644572_31032026084039_WEB.xml"
"CHOICEIN","Choice International Limited","7(2)","Shree Shakambhari Exims Private Limited","Promoters","Equity Shares","2400000","1.08",,"1060000","679990000","Pledge Revoke","Equity Shares","2400000","1.08","30-Mar-2026","30-Mar-2026","31-Mar-2026","-","-","-","0","0","0","0","NA","-","31-Mar-2026 19:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197460_1644552_31032026074636_WEB.xml"
"CHOICEIN","Choice International Limited","7(2)","Patodia Properties Private Limited","Promoter Group","Equity Shares","8470000","3.8",,"10000","6415000","Pledge","Equity Shares","8470000","3.8","30-Mar-2026","30-Mar-2026","30-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 19:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197458_1644546_31032026074202_WEB.xml"
"CHOICEIN","Choice International Limited","7(2)","Patodia Properties Private Limited","Promoter Group","Equity Shares","8470000","3.8",,"250000","160375000","Pledge","Equity Shares","8470000","3.8","30-Mar-2026","30-Mar-2026","31-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 19:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197458_1644546_31032026074202_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","Bharatsinh S Gadhavi","Employees/Designated Employees","Equity Shares","174711","0.12",,"13869","7203559","Sell","Equity Shares","160842","0.11","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Sale","-","-","0","0","0","0","NSE","-","31-Mar-2026 19:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197456_1644540_31032026073230_WEB.xml"
"CHOICEIN","Choice International Limited","7(2)","Patodia Properties Private Limited","Promoter Group","Equity Shares","8470000","3.8",,"950000","609425000","Pledge Revoke","Equity Shares","8470000","3.8","30-Mar-2026","30-Mar-2026","31-Mar-2026","-","-","-","0","0","0","0","NA","-","31-Mar-2026 19:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197453_1644535_31032026072734_WEB.xml"
"SHEMAROO","Shemaroo Entertainment Limited","7(2)","Atul Hirji Maru","Promoters","Equity Shares","4017271","14.7",,"352500","38775000","Buy","Equity Shares","4369771","15.21","27-Mar-2026","27-Mar-2026","30-Mar-2026","Preferential Offer","-","-","0","0","0","0","NA","-","31-Mar-2026 19:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197452_1644531_31032026072503_WEB.xml"
"SHEMAROO","Shemaroo Entertainment Limited","7(2)","Raman Hirji Maroo","Promoters","Equity Shares","4017271","14.7",,"352500","38775000","Buy","Equity Shares","4369771","15.21","27-Mar-2026","27-Mar-2026","30-Mar-2026","Preferential Offer","-","-","0","0","0","0","NA","-","31-Mar-2026 19:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197452_1644531_31032026072503_WEB.xml"
"SHEMAROO","Shemaroo Entertainment Limited","7(2)","Hiren Uday Gada","Promoter Group","Equity Shares","2658155","9.73",,"352500","38775000","Buy","Equity Shares","3010655","10.48","27-Mar-2026","27-Mar-2026","30-Mar-2026","Preferential Offer","-","-","0","0","0","0","NA","-","31-Mar-2026 19:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197452_1644531_31032026072503_WEB.xml"
"SHEMAROO","Shemaroo Entertainment Limited","7(2)","Jai Buddhichand Maroo","Promoter Group","Equity Shares","1234200","4.52",,"352500","38775000","Buy","Equity Shares","1586700","5.52","27-Mar-2026","27-Mar-2026","30-Mar-2026","Preferential Offer","-","-","0","0","0","0","NA","-","31-Mar-2026 19:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197452_1644531_31032026072503_WEB.xml"
"GLOSTERLTD","Gloster Limited","7(2)","THE ORIENTAL COMPANY LIMITED","Promoter Group","Equity Shares","1209319","11.04",,"1311","688305","Buy","Equity Shares","1210360","11.04","27-Mar-2026","27-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 19:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197449_1644523_31032026071939_WEB.xml"
"GLOSTERLTD","Gloster Limited","7(2)","THE ORIENTAL COMPANY LIMITED","Promoter Group","Equity Shares","1208012","11.04",,"1307","687202","Buy","Equity Shares","1209319","11.04","25-Mar-2026","25-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 19:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197449_1644523_31032026071939_WEB.xml"
"GLOSTERLTD","Gloster Limited","7(2)","THE ORIENTAL COMPANY LIMITED","Promoter Group","Equity Shares","1210360","11.04",,"3267","1708993","Buy","Equity Shares","1213627","11.06","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 19:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197449_1644523_31032026071939_WEB.xml"
"CHOICEIN","Choice International Limited","7(2)","Patodia Properties Private Limited","Promoter Group","Equity Shares","8470000","3.8",,"1540000","1005543000","Pledge","Equity Shares","8470000","3.8","27-Mar-2026","27-Mar-2026","31-Mar-2026","Pledge Creation","-","-","0","0","0","0","NA","-","31-Mar-2026 19:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197447_1644520_31032026071755_WEB.xml"
"SILVERTUC","Silver Touch Technologies Limited","7(2)","Vipul Haridas Thakkar","Promoters","Equity Shares","26789460","21.13",,"40300","4179110","Buy","Equity Shares","26829760","21.16","30-Mar-2026","30-Mar-2026","31-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 19:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197445_1644516_31032026071036_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Sandeep Dadabhau Dhembare","-","Equity Shares","32450","0",,"5625","1681875","Buy","Equity Shares","38075","0","27-Mar-2026","27-Mar-2026","31-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Jaideep Suresh Soman","-","Equity Shares","107806","0.02",,"67200","20092800","Buy","Equity Shares","175006","0.03","27-Mar-2026","27-Mar-2026","30-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Vikram Bhatia","-","Equity Shares","118027","0.02",,"57600","17222400","Buy","Equity Shares","175627","0.03","27-Mar-2026","27-Mar-2026","31-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Mahesh S Pawar","-","Equity Shares","231010","0.04",,"13050","3901950","Buy","Equity Shares","244060","0.04","27-Mar-2026","27-Mar-2026","31-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Dastgir Shaikh","-","Equity Shares","257000","0.04",,"20800","6219200","Buy","Equity Shares","277800","0.04","27-Mar-2026","27-Mar-2026","31-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Nadim Mohammed Ali Chilwan","-","Equity Shares","4540","0",,"5460","1632540","Buy","Equity Shares","10000","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Manoranjan Suresh Sahoo","-","Equity Shares","38240","0",,"6240","1865760","Buy","Equity Shares","44480","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Arun Kumar Singh","-","Equity Shares","64000","0.01",,"72000","21528000","Buy","Equity Shares","136000","0.02","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Kirit Amratlal Nagda","-","Equity Shares","78500","0.01",,"24000","7176000","Buy","Equity Shares","102500","0.02","27-Mar-2026","27-Mar-2026","30-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Satyaraj Sudhakaran","-","Equity Shares","4002","0",,"4100","1225900","Buy","Equity Shares","8102","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Sudipta Chatterjee","-","Equity Shares","62075","0.01",,"62400","18657600","Buy","Equity Shares","124475","0.02","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Hitesh Bachubhai Shah","-","Equity Shares","419500","0.06",,"48000","14352000","Buy","Equity Shares","467500","0.06","27-Mar-2026","27-Mar-2026","30-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Rupesh Manik Khair","-","Equity Shares","1150","0",,"2340","699660","Buy","Equity Shares","3490","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Elvin Elias Machado","Director","Equity Shares","305000","0.05",,"28000","8372000","Buy","Equity Shares","333000","0.05","27-Mar-2026","27-Mar-2026","28-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Bhuvan Reddy","-","Equity Shares","30231","0",,"16800","5023200","Buy","Equity Shares","47031","0","27-Mar-2026","27-Mar-2026","28-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Navinchandra Nishikant Nerurkar","-","Equity Shares","19554","0",,"20800","6219200","Buy","Equity Shares","40354","0","27-Mar-2026","27-Mar-2026","31-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Ravi Prakash Sharma","-","Equity Shares","135700","0.02",,"57600","17222400","Buy","Equity Shares","193300","0.03","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","K S Balaji","-","Equity Shares","38200","0",,"67200","20092800","Buy","Equity Shares","105400","0.02","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Sanjay Narayan Kadam","-","Equity Shares","14374","0",,"10500","3139500","Buy","Equity Shares","24874","0","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Ashu Gupta","Key Managerial Personnel","Equity Shares","91572","0.01",,"2600","777400","Buy","Equity Shares","94172","0.01","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Parag B Lokhande","-","Equity Shares","110400","0.02",,"22400","6697600","Buy","Equity Shares","132800","0.02","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Mangesh Ghorpade","-","Equity Shares","Nil","0",,"2350","702650","Buy","Equity Shares","2350","0","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Vishal Magar","-","Equity Shares","Nil","0",,"1060","316940","Buy","Equity Shares","1060","0","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Santosh Nagnath Kadam","-","Equity Shares","2250","0",,"2000","598000","Buy","Equity Shares","4250","0","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Bhaskaran N","Director","Equity Shares","494079","0.08",,"270000","80730000","Buy","Equity Shares","764079","0.12","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Pankaj Lochan Pradhan","-","Equity Shares","22000","0",,"5880","1758120","Buy","Equity Shares","27880","0","27-Mar-2026","27-Mar-2026","27-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Vishwanath Ramachandra Joshi","-","Equity Shares","16000","0",,"9000","2691000","Buy","Equity Shares","25000","0","27-Mar-2026","27-Mar-2026","31-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Martin Chinnappa Chettiar","-","Equity Shares","23401","0",,"9750","2915250","Buy","Equity Shares","33151","0","27-Mar-2026","27-Mar-2026","31-Mar-2026","ESOP","-","-","0","0","0","0","NA","-","31-Mar-2026 19:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197443_1644511_31032026070845_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","MR.MAHESH FOGLA","Director","Equity Shares","46550","0.07",,"2500","21875","Buy","Equity Shares","49050","0.07","27-Mar-2026","30-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","MR.MAHESH FOGLA","Director","Equity Shares","49050","0.07",,"950","8075","Buy","Equity Shares","50000","0.01","27-Mar-2026","30-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","MR.MAHESH FOGLA","Director","Equity Shares","40000","0.01",,"1550","13158","Buy","Equity Shares","41550","0.06","27-Mar-2026","30-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","Mr. RAMAKANT K KADAM","Director","Equity Shares","25960","0.04",,"40","356","Buy","Equity Shares","26000","0.01","27-Mar-2026","27-Mar-2026","29-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","MR.MAHESH FOGLA","Director","Equity Shares","41550","0.06",,"5000","41750","Buy","Equity Shares","46550","0.07","27-Mar-2026","30-Mar-2026","30-Mar-2026","Market Purchase","-","-","0","0","0","0","NSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","Mr. RAMAKANT K KADAM","Director","Equity Shares","25877","0.04",,"83","739","Buy","Equity Shares","25960","0.04","27-Mar-2026","27-Mar-2026","29-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","Mr. RAMAKANT K KADAM","Director","Equity Shares","25794","0.04",,"83","740","Buy","Equity Shares","25877","0.04","27-Mar-2026","27-Mar-2026","29-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","Mr. RAMAKANT K KADAM","Director","Equity Shares","25500","0.04",,"294","2614","Buy","Equity Shares","25794","0.04","27-Mar-2026","27-Mar-2026","29-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","Mr. RAMAKANT K KADAM","Director","Equity Shares","25000","0.04",,"500","4442","Buy","Equity Shares","25500","0.04","27-Mar-2026","27-Mar-2026","29-Mar-2026","Market Purchase","-","-","0","0","0","0","BSE","-","31-Mar-2026 19:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197441_1644506_31032026070758_WEB.xml"
"PNCINFRA","PNC Infratech Limited","7(2)","Yogesh Kumar Jain HUF","Promoter Group","Equity Shares","5101500","1.99",,"5101500","0","Sell","Equity Shares","Nil","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 19:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197439_1644497_31032026070554_WEB.xml"
"PNCINFRA","PNC Infratech Limited","7(2)","Chakresh Kumar Jain HUF","Promoter Group","Equity Shares","9256500","3.61",,"9256500","0","Sell","Equity Shares","Nil","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 19:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197439_1644497_31032026070554_WEB.xml"
"PNCINFRA","PNC Infratech Limited","7(2)","Pradeep Kumar Jain HUF","Promoter Group","Equity Shares","5250000","2.05",,"5250000","0","Sell","Equity Shares","Nil","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 19:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197439_1644497_31032026070554_WEB.xml"
"PNCINFRA","PNC Infratech Limited","7(2)","Chakresh Kumar Jain","Promoters","Equity Shares","2514000","0.98",,"2000000","0","Buy","Equity Shares","4514000","1.76","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 19:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197439_1644497_31032026070554_WEB.xml"
"PNCINFRA","PNC Infratech Limited","7(2)","Meena Jain","Promoter Group","Equity Shares","7426500","2.89",,"5250000","0","Buy","Equity Shares","12676500","4.94","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","31-Mar-2026 19:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197439_1644497_31032026070554_WEB.xml"
